order_line_id,order_id,order_date,customer_id,product_id,quantity,unit_price,discount_pct,sales_channel,payment_mode,order_status
OL00489-2,O00489,2025-07-29,C020,P004,2,110.73,0.0800,Retail,UPI,COMPLETED
OL00489-3,O00489,2025-07-29,C020,P009,1,100.03,0.0900,Retail,UPI,COMPLETED
OL00490-1,O00490,2025-07-30,C038,P010,2,85.91,0.0800,Retail,Bank Transfer,COMPLETED
OL00490-2,O00490,2025-07-30,C038,P011,1,28.92,0.0700,Retail,Bank Transfer,COMPLETED
OL00491-1,O00491,2025-07-30,C063,P004,3,110.14,0.0900,Partner,Wallet,COMPLETED
OL00491-2,O00491,2025-07-30,C063,P009,1,100.55,0.0800,Partner,Wallet,COMPLETED
OL00491-3,O00491,2025-07-30,C063,P007,2,69.17,0.0800,Partner,Wallet,COMPLETED
OL00492-1,O00492,2025-07-30,C043,P001,1,89.30,0.0800,Online,Wallet,COMPLETED
OL00493-1,O00493,2025-07-31,C059,P008,3,39.32,0.0700,Retail,Bank Transfer,COMPLETED
OL00494-1,O00494,2025-07-31,C028,P004,3,109.92,0.0400,Retail,Wallet,COMPLETED
OL00494-2,O00494,2025-07-31,C028,P016,3,75.01,0.0400,Retail,Wallet,COMPLETED
OL00495-1,O00495,2025-07-31,C071,P014,1,34.63,0.0900,Retail,Wallet,COMPLETED
OL00495-2,O00495,2025-07-31,C071,P005,1,329.62,0.0700,Retail,Wallet,COMPLETED
OL00495-3,O00495,2025-07-31,C071,P002,3,191.28,0.0700,Retail,Wallet,COMPLETED
OL00496-1,O00496,2025-08-01,C005,P010,2,84.57,0.1000,Online,UPI,COMPLETED
OL00496-2,O00496,2025-08-01,C005,P003,2,240.18,0.1100,Online,UPI,COMPLETED
OL00497-1,O00497,2025-08-01,C080,P004,2,108.92,0.0900,Online,Wallet,COMPLETED
OL00497-2,O00497,2025-08-01,C080,P011,3,29.55,0.1100,Online,Wallet,COMPLETED
OL00498-1,O00498,2025-08-01,C054,P011,2,29.74,0.0500,Online,Bank Transfer,COMPLETED
OL00498-2,O00498,2025-08-01,C054,P004,3,111.98,0.0500,Online,Bank Transfer,COMPLETED
OL00499-1,O00499,2025-08-02,C056,P007,3,69.41,0.0800,Retail,Wallet,COMPLETED
OL00500-1,O00500,2025-08-02,C010,P008,1,38.98,0.0600,Retail,Bank Transfer,COMPLETED
OL00500-2,O00500,2025-08-02,C010,P004,1,111.12,0.0500,Retail,Bank Transfer,COMPLETED
OL00501-1,O00501,2025-08-02,C065,P004,1,110.16,0.0900,Online,Wallet,COMPLETED
OL00501-2,O00501,2025-08-02,C065,P007,1,70.43,0.1100,Online,Wallet,COMPLETED
OL00501-3,O00501,2025-08-02,C065,P015,3,65.35,0.1100,Online,Wallet,COMPLETED
OL00502-1,O00502,2025-08-03,C039,P012,2,50.42,0.0200,Retail,Wallet,COMPLETED
OL00502-2,O00502,2025-08-03,C039,P009,1,101.79,0.0200,Retail,Wallet,COMPLETED
OL00503-1,O00503,2025-08-03,C042,P014,1,34.61,0.0400,Online,Card,COMPLETED
OL00503-2,O00503,2025-08-03,C042,P008,1,39.10,0.0500,Online,Card,COMPLETED
OL00504-1,O00504,2025-08-04,C012,P013,4,89.15,0.0400,Online,Wallet,COMPLETED
OL00504-2,O00504,2025-08-04,C012,P010,2,85.98,0.0500,Online,Wallet,COMPLETED
OL00505-1,O00505,2025-08-04,C033,P002,1,189.12,0.0400,Online,UPI,RETURNED
OL00505-2,O00505,2025-08-04,C033,P008,2,39.03,0.0600,Online,UPI,RETURNED
OL00506-1,O00506,2025-08-04,C037,P008,3,39.77,0.0800,Online,Card,COMPLETED
OL00507-1,O00507,2025-08-05,C080,P006,2,458.44,0.1000,Online,Wallet,COMPLETED
OL00507-2,O00507,2025-08-05,C080,P005,1,338.05,0.1000,Online,Wallet,COMPLETED
OL00508-1,O00508,2025-08-05,C030,P015,4,65.13,0.0800,Partner,UPI,COMPLETED
OL00508-2,O00508,2025-08-05,C030,P006,2,459.86,0.0900,Partner,UPI,COMPLETED
OL00508-3,O00508,2025-08-05,C030,P005,2,335.91,0.0900,Partner,UPI,COMPLETED
OL00509-1,O00509,2025-08-05,C055,P010,2,85.25,0.0600,Online,Bank Transfer,COMPLETED
OL00509-2,O00509,2025-08-05,C055,P012,1,50.02,0.0800,Online,Bank Transfer,COMPLETED
OL00509-3,O00509,2025-08-05,C055,P004,2,109.32,0.0700,Online,Bank Transfer,COMPLETED
OL00510-1,O00510,2025-08-06,C051,P003,2,240.43,0.0400,Retail,UPI,COMPLETED
OL00510-2,O00510,2025-08-06,C051,P005,1,338.27,0.0200,Retail,UPI,COMPLETED
OL00511-1,O00511,2025-08-06,C016,P001,4,89.72,0.0400,Retail,Card,COMPLETED
OL00511-2,O00511,2025-08-06,C016,P009,2,99.57,0.0400,Retail,Card,COMPLETED
OL00512-1,O00512,2025-08-06,C026,P004,1,111.55,0.1400,Partner,Bank Transfer,CANCELLED
OL00512-2,O00512,2025-08-06,C026,P006,2,456.47,0.1300,Partner,Bank Transfer,CANCELLED
OL00513-1,O00513,2025-08-07,C030,P007,1,70.06,0.0400,Retail,UPI,COMPLETED
OL00513-2,O00513,2025-08-07,C030,P008,2,39.72,0.0300,Retail,UPI,COMPLETED
OL00514-1,O00514,2025-08-07,C075,P015,1,65.72,0.0600,Online,Bank Transfer,COMPLETED
OL00514-2,O00514,2025-08-07,C075,P008,2,39.65,0.0400,Online,Bank Transfer,COMPLETED
OL00515-1,O00515,2025-08-07,C072,P010,1,84.85,0.0900,Partner,Card,COMPLETED
OL00516-1,O00516,2025-08-08,C023,P010,1,85.26,0.0900,Online,Bank Transfer,COMPLETED
OL00516-2,O00516,2025-08-08,C023,P013,3,89.02,0.1100,Online,Bank Transfer,COMPLETED
OL00517-1,O00517,2025-08-08,C031,P002,4,191.77,0.1000,Partner,Wallet,COMPLETED
OL00517-2,O00517,2025-08-08,C031,P004,1,109.06,0.1100,Partner,Wallet,COMPLETED
OL00517-3,O00517,2025-08-08,C031,P007,3,69.19,0.1000,Partner,Wallet,COMPLETED
OL00518-1,O00518,2025-08-08,C044,P014,3,34.84,0.0900,Retail,Wallet,COMPLETED
OL00518-2,O00518,2025-08-08,C044,P009,1,98.94,0.0900,Retail,Wallet,COMPLETED
OL00518-3,O00518,2025-08-08,C044,P001,3,90.51,0.0700,Retail,Wallet,COMPLETED
OL00519-1,O00519,2025-08-09,C060,P012,2,49.95,0.0200,Retail,Wallet,RETURNED
OL00520-1,O00520,2025-08-09,C040,P007,3,69.28,0.0900,Partner,UPI,COMPLETED
OL00521-1,O00521,2025-08-09,C040,P005,2,330.75,0.0400,Retail,Wallet,COMPLETED
OL00521-2,O00521,2025-08-09,C040,P013,1,89.07,0.0500,Retail,Wallet,COMPLETED
OL00522-1,O00522,2025-08-10,C024,P009,1,101.76,0.0500,Online,UPI,COMPLETED
OL00522-2,O00522,2025-08-10,C024,P004,3,109.33,0.0600,Online,UPI,COMPLETED
OL00523-1,O00523,2025-08-10,C020,P014,3,34.11,0.1000,Online,Bank Transfer,RETURNED
OL00523-2,O00523,2025-08-10,C020,P002,1,194.20,0.1000,Online,Bank Transfer,RETURNED
OL00524-1,O00524,2025-08-11,C015,P007,3,69.13,0.0400,Retail,Bank Transfer,COMPLETED
OL00524-2,O00524,2025-08-11,C015,P001,3,91.29,0.0300,Retail,Bank Transfer,COMPLETED
OL00525-1,O00525,2025-08-11,C014,P002,1,191.20,0.1200,Partner,Bank Transfer,COMPLETED
OL00525-2,O00525,2025-08-11,C014,P008,1,39.80,0.1200,Partner,Bank Transfer,COMPLETED
OL00526-1,O00526,2025-08-11,C008,P007,1,69.85,0.1300,Partner,Bank Transfer,COMPLETED
OL00527-1,O00527,2025-08-12,C079,P004,1,110.92,0.0800,Online,Bank Transfer,COMPLETED
OL00527-2,O00527,2025-08-12,C079,P002,2,192.02,0.0700,Online,Bank Transfer,COMPLETED
OL00528-1,O00528,2025-08-12,C077,P013,3,90.86,0.1400,Partner,Card,COMPLETED
OL00529-1,O00529,2025-08-12,C051,P013,5,90.41,0.0600,Online,Card,COMPLETED
OL00530-1,O00530,2025-08-13,C056,P003,3,238.84,0.1100,Online,UPI,COMPLETED
OL00530-2,O00530,2025-08-13,C056,P004,1,110.71,0.1000,Online,UPI,COMPLETED
OL00530-3,O00530,2025-08-13,C056,P012,4,49.58,0.0900,Online,UPI,COMPLETED
OL00531-1,O00531,2025-08-13,C045,P002,2,191.50,0.0400,Online,Card,COMPLETED
OL00532-1,O00532,2025-08-13,C042,P005,1,333.17,0.0400,Online,Bank Transfer,COMPLETED
OL00533-1,O00533,2025-08-14,C004,P011,3,29.79,0.0600,Online,Wallet,COMPLETED
OL00534-1,O00534,2025-08-14,C069,P011,3,29.51,0.0800,Partner,Wallet,COMPLETED
OL00534-2,O00534,2025-08-14,C069,P016,2,74.11,0.0700,Partner,Wallet,COMPLETED
OL00535-1,O00535,2025-08-14,C044,P003,5,244.20,0.0800,Retail,Card,COMPLETED
OL00535-2,O00535,2025-08-14,C044,P008,2,40.08,0.0700,Retail,Card,COMPLETED
OL00536-1,O00536,2025-08-15,C029,P003,2,243.46,0.1000,Online,Wallet,COMPLETED
OL00536-2,O00536,2025-08-15,C029,P004,3,109.93,0.1000,Online,Wallet,COMPLETED
OL00537-1,O00537,2025-08-15,C047,P009,3,99.01,0.1000,Online,UPI,COMPLETED
OL00537-2,O00537,2025-08-15,C047,P015,1,65.47,0.1100,Online,UPI,COMPLETED
OL00538-1,O00538,2025-08-15,C010,P012,3,49.93,0.1000,Partner,UPI,COMPLETED
OL00538-2,O00538,2025-08-15,C010,P008,3,39.68,0.1000,Partner,UPI,COMPLETED
OL00539-1,O00539,2025-08-16,C049,P004,1,108.95,0.0600,Online,UPI,COMPLETED
OL00540-1,O00540,2025-08-16,C062,P006,4,457.24,0.1200,Partner,Card,COMPLETED
OL00541-1,O00541,2025-08-16,C002,P013,2,89.53,0.0800,Retail,Wallet,CANCELLED
OL00542-1,O00542,2025-08-17,C049,P014,2,34.41,0.0700,Online,UPI,COMPLETED
OL00542-2,O00542,2025-08-17,C049,P012,1,50.35,0.0600,Online,UPI,COMPLETED
OL00542-3,O00542,2025-08-17,C049,P004,4,111.68,0.0700,Online,UPI,COMPLETED
OL00543-1,O00543,2025-08-17,C055,P014,3,34.05,0.0600,Online,Card,COMPLETED
OL00544-1,O00544,2025-08-17,C066,P005,1,336.56,0.0500,Online,Wallet,COMPLETED
OL00545-1,O00545,2025-08-18,C035,P006,2,458.70,0.1200,Partner,Card,COMPLETED
OL00545-2,O00545,2025-08-18,C035,P005,3,329.19,0.1200,Partner,Card,COMPLETED
OL00545-3,O00545,2025-08-18,C035,P007,1,69.36,0.1400,Partner,Card,COMPLETED
OL00546-1,O00546,2025-08-18,C061,P016,1,76.10,0.0700,Online,Wallet,COMPLETED
OL00547-1,O00547,2025-08-18,C011,P005,1,331.41,0.0700,Retail,Card,RETURNED
OL00547-2,O00547,2025-08-18,C011,P009,1,100.17,0.0900,Retail,Card,RETURNED
OL00547-3,O00547,2025-08-18,C011,P004,3,110.44,0.0800,Retail,Card,RETURNED
OL00548-1,O00548,2025-08-19,C023,P009,2,101.86,0.1200,Partner,Card,COMPLETED
OL00548-2,O00548,2025-08-19,C023,P011,2,29.48,0.1300,Partner,Card,COMPLETED
OL00549-1,O00549,2025-08-19,C015,P016,2,74.31,0.0600,Online,Wallet,COMPLETED
OL00549-2,O00549,2025-08-19,C015,P014,2,34.29,0.0600,Online,Wallet,COMPLETED
OL00550-1,O00550,2025-08-20,C059,P015,1,64.34,0.0900,Online,Bank Transfer,COMPLETED
OL00550-2,O00550,2025-08-20,C059,P001,1,89.50,0.1000,Online,Bank Transfer,COMPLETED
OL00551-1,O00551,2025-08-20,C035,P002,1,192.84,0.1400,Partner,UPI,COMPLETED
OL00552-1,O00552,2025-08-20,C026,P005,2,335.06,0.1100,Online,Bank Transfer,COMPLETED
OL00553-1,O00553,2025-08-21,C071,P005,4,329.08,0.0800,Retail,Wallet,COMPLETED
OL00554-1,O00554,2025-08-21,C036,P003,1,240.57,0.0400,Retail,Wallet,COMPLETED
OL00555-1,O00555,2025-08-21,C037,P009,3,100.08,0.0800,Online,Card,COMPLETED
OL00556-1,O00556,2025-08-22,C011,P013,1,90.89,0.0700,Retail,Card,COMPLETED
OL00556-2,O00556,2025-08-22,C011,P016,4,76.09,0.0900,Retail,Card,COMPLETED
OL00557-1,O00557,2025-08-22,C011,P012,2,50.32,0.0900,Online,UPI,COMPLETED
OL00557-2,O00557,2025-08-22,C011,P008,2,39.79,0.1100,Online,UPI,COMPLETED
OL00558-1,O00558,2025-08-22,C059,P009,2,99.22,0.0900,Online,UPI,COMPLETED
OL00559-1,O00559,2025-08-23,C003,P011,1,29.39,0.0400,Retail,Bank Transfer,COMPLETED
OL00559-2,O00559,2025-08-23,C003,P005,2,330.56,0.0400,Retail,Bank Transfer,COMPLETED
OL00559-3,O00559,2025-08-23,C003,P012,2,49.51,0.0300,Retail,Bank Transfer,COMPLETED
OL00560-1,O00560,2025-08-23,C080,P004,2,109.46,0.1100,Online,Bank Transfer,COMPLETED
OL00561-1,O00561,2025-08-23,C050,P014,2,34.23,0.1100,Online,UPI,COMPLETED
OL00562-1,O00562,2025-08-24,C042,P005,2,333.62,0.0400,Online,UPI,COMPLETED
OL00563-1,O00563,2025-08-24,C072,P014,2,34.78,0.0600,Online,Wallet,COMPLETED
OL00563-2,O00563,2025-08-24,C072,P008,1,39.39,0.0600,Online,Wallet,COMPLETED
OL00564-1,O00564,2025-08-24,C001,P005,5,331.80,0.0500,Retail,Card,COMPLETED
OL00564-2,O00564,2025-08-24,C001,P002,3,192.79,0.0500,Retail,Card,COMPLETED
OL00565-1,O00565,2025-08-25,C046,P014,2,34.15,0.0400,Retail,Card,COMPLETED
OL00566-1,O00566,2025-08-25,C010,P002,1,193.99,0.0600,Retail,UPI,COMPLETED
OL00566-2,O00566,2025-08-25,C010,P011,4,29.57,0.0600,Retail,UPI,COMPLETED
OL00567-1,O00567,2025-08-25,C036,P013,3,91.05,0.0600,Online,Bank Transfer,COMPLETED
OL00567-2,O00567,2025-08-25,C036,P005,2,336.28,0.0400,Online,Bank Transfer,COMPLETED
OL00567-3,O00567,2025-08-25,C036,P014,3,34.88,0.0500,Online,Bank Transfer,COMPLETED
OL00568-1,O00568,2025-08-26,C001,P014,1,34.39,0.0800,Online,UPI,COMPLETED
OL00568-2,O00568,2025-08-26,C001,P007,2,70.98,0.0600,Online,UPI,COMPLETED
OL00569-1,O00569,2025-08-26,C026,P009,3,100.53,0.1300,Partner,Wallet,COMPLETED
OL00569-2,O00569,2025-08-26,C026,P012,4,49.23,0.1200,Partner,Wallet,COMPLETED
OL00570-1,O00570,2025-08-26,C071,P007,2,69.21,0.1100,Online,Bank Transfer,COMPLETED
OL00571-1,O00571,2025-08-27,C071,P009,3,99.65,0.0700,Retail,Card,RETURNED
OL00572-1,O00572,2025-08-27,C059,P003,1,244.08,0.1000,Online,Bank Transfer,COMPLETED
OL00572-2,O00572,2025-08-27,C059,P010,2,85.18,0.1100,Online,Bank Transfer,COMPLETED
OL00572-3,O00572,2025-08-27,C059,P007,1,70.13,0.0900,Online,Bank Transfer,COMPLETED
OL00573-1,O00573,2025-08-27,C077,P003,1,243.70,0.0800,Retail,Wallet,COMPLETED
OL00574-1,O00574,2025-08-28,C063,P009,1,100.85,0.0200,Retail,UPI,RETURNED
OL00574-2,O00574,2025-08-28,C063,P002,1,194.24,0.0300,Retail,UPI,RETURNED
OL00575-1,O00575,2025-08-28,C061,P016,4,74.24,0.0600,Online,UPI,COMPLETED
OL00575-2,O00575,2025-08-28,C061,P005,1,330.01,0.0700,Online,UPI,COMPLETED
OL00575-3,O00575,2025-08-28,C061,P003,3,241.76,0.0800,Online,UPI,COMPLETED
OL00576-1,O00576,2025-08-28,C017,P011,2,29.77,0.1000,Online,Card,COMPLETED
OL00577-1,O00577,2025-08-29,C010,P005,3,330.68,0.0700,Online,UPI,COMPLETED
OL00577-2,O00577,2025-08-29,C010,P006,3,450.05,0.0600,Online,UPI,COMPLETED
OL00578-1,O00578,2025-08-29,C036,P016,3,74.43,0.0500,Online,Bank Transfer,COMPLETED
OL00578-2,O00578,2025-08-29,C036,P002,1,192.92,0.0400,Online,Bank Transfer,COMPLETED
OL00578-3,O00578,2025-08-29,C036,P005,1,335.73,0.0500,Online,Bank Transfer,COMPLETED
OL00579-1,O00579,2025-08-29,C018,P007,3,69.83,0.0200,Retail,Card,COMPLETED
OL00580-1,O00580,2025-08-30,C020,P003,4,242.30,0.0900,Online,Card,COMPLETED
OL00580-2,O00580,2025-08-30,C020,P001,3,90.95,0.1100,Online,Card,COMPLETED
OL00581-1,O00581,2025-08-30,C044,P015,4,65.11,0.0900,Retail,Wallet,COMPLETED
OL00581-2,O00581,2025-08-30,C044,P007,1,69.21,0.0800,Retail,Wallet,COMPLETED
OL00582-1,O00582,2025-08-31,C034,P016,4,75.02,0.1100,Partner,Wallet,COMPLETED
OL00582-2,O00582,2025-08-31,C034,P008,4,39.05,0.1000,Partner,Wallet,COMPLETED
OL00583-1,O00583,2025-08-31,C018,P001,2,89.18,0.0800,Partner,Bank Transfer,COMPLETED
OL00584-1,O00584,2025-08-31,C078,P011,1,29.80,0.0500,Online,Wallet,COMPLETED
OL00584-2,O00584,2025-08-31,C078,P003,2,243.99,0.0500,Online,Wallet,COMPLETED
OL00584-3,O00584,2025-08-31,C078,P009,4,99.74,0.0400,Online,Wallet,COMPLETED
OL00585-1,O00585,2025-09-01,C013,P009,1,100.05,0.1000,Partner,Bank Transfer,COMPLETED
OL00586-1,O00586,2025-09-01,C002,P007,1,69.91,0.0900,Online,Bank Transfer,COMPLETED
OL00586-2,O00586,2025-09-01,C002,P001,2,90.50,0.1000,Online,Bank Transfer,COMPLETED
OL00586-3,O00586,2025-09-01,C002,P005,3,338.03,0.0900,Online,Bank Transfer,COMPLETED
OL00587-1,O00587,2025-09-01,C024,P002,3,189.88,0.0900,Partner,Card,COMPLETED
OL00587-2,O00587,2025-09-01,C024,P008,3,39.62,0.0800,Partner,Card,COMPLETED
OL00588-1,O00588,2025-09-02,C019,P009,1,99.94,0.0800,Online,Bank Transfer,COMPLETED
OL00589-1,O00589,2025-09-02,C042,P003,4,244.75,0.0400,Retail,Card,COMPLETED
OL00589-2,O00589,2025-09-02,C042,P008,1,40.13,0.0200,Retail,Card,COMPLETED
OL00589-3,O00589,2025-09-02,C042,P016,2,74.67,0.0400,Retail,Card,COMPLETED
OL00590-1,O00590,2025-09-02,C012,P003,3,239.34,0.0400,Online,UPI,COMPLETED
OL00590-2,O00590,2025-09-02,C012,P007,3,69.43,0.0500,Online,UPI,COMPLETED
OL00591-1,O00591,2025-09-03,C002,P004,2,110.08,0.0900,Retail,Card,COMPLETED
OL00592-1,O00592,2025-09-03,C080,P004,2,111.78,0.1300,Partner,Bank Transfer,COMPLETED
OL00593-1,O00593,2025-09-03,C045,P011,2,29.51,0.0900,Partner,Card,COMPLETED
OL00593-2,O00593,2025-09-03,C045,P002,4,194.37,0.0800,Partner,Card,COMPLETED
OL00594-1,O00594,2025-09-04,C074,P016,1,75.75,0.0900,Retail,Wallet,COMPLETED
OL00595-1,O00595,2025-09-04,C048,P011,2,29.68,0.0500,Online,Card,COMPLETED
OL00595-2,O00595,2025-09-04,C048,P009,3,100.94,0.0400,Online,Card,COMPLETED
OL00596-1,O00596,2025-09-04,C019,P013,2,90.06,0.0400,Retail,Bank Transfer,COMPLETED
OL00596-2,O00596,2025-09-04,C019,P015,3,65.40,0.0400,Retail,Bank Transfer,COMPLETED
OL00596-3,O00596,2025-09-04,C019,P010,1,84.76,0.0400,Retail,Bank Transfer,COMPLETED
OL00597-1,O00597,2025-09-05,C030,P001,2,91.51,0.0600,Online,Card,COMPLETED
OL00598-1,O00598,2025-09-05,C038,P002,3,189.55,0.0800,Retail,Wallet,COMPLETED
OL00599-1,O00599,2025-09-05,C067,P016,1,76.00,0.0500,Retail,Bank Transfer,COMPLETED
OL00599-2,O00599,2025-09-05,C067,P004,1,109.98,0.0600,Retail,Bank Transfer,COMPLETED
OL00600-1,O00600,2025-09-06,C061,P010,2,85.49,0.0600,Retail,Card,COMPLETED
OL00600-2,O00600,2025-09-06,C061,P012,1,50.29,0.0600,Retail,Card,COMPLETED
OL00600-3,O00600,2025-09-06,C061,P005,4,332.30,0.0400,Retail,Card,COMPLETED
OL00601-1,O00601,2025-09-06,C073,P002,4,190.33,0.0700,Online,UPI,COMPLETED
OL00601-2,O00601,2025-09-06,C073,P012,3,50.51,0.0600,Online,UPI,COMPLETED
OL00602-1,O00602,2025-09-06,C015,P011,1,29.03,0.0400,Online,Card,COMPLETED
OL00602-2,O00602,2025-09-06,C015,P007,1,71.10,0.0600,Online,Card,COMPLETED
OL00603-1,O00603,2025-09-07,C076,P001,2,89.85,0.0400,Retail,Wallet,COMPLETED
OL00604-1,O00604,2025-09-07,C024,P008,2,40.04,0.0200,Retail,Wallet,COMPLETED
OL00604-2,O00604,2025-09-07,C024,P010,2,84.83,0.0400,Retail,Wallet,COMPLETED
OL00604-3,O00604,2025-09-07,C024,P014,5,35.04,0.0400,Retail,Wallet,COMPLETED
OL00605-1,O00605,2025-09-07,C046,P006,2,456.03,0.0400,Retail,Card,COMPLETED
OL00605-2,O00605,2025-09-07,C046,P005,3,338.44,0.0600,Retail,Card,COMPLETED
OL00606-1,O00606,2025-09-08,C022,P005,1,337.04,0.0500,Retail,Bank Transfer,COMPLETED
OL00607-1,O00607,2025-09-08,C022,P005,2,335.88,0.0400,Retail,Wallet,COMPLETED
OL00607-2,O00607,2025-09-08,C022,P013,3,90.04,0.0400,Retail,Wallet,COMPLETED
OL00608-1,O00608,2025-09-08,C077,P003,1,240.63,0.1100,Online,UPI,COMPLETED
OL00609-1,O00609,2025-09-09,C017,P009,4,99.30,0.1100,Online,Wallet,CANCELLED
OL00610-1,O00610,2025-09-09,C018,P013,4,90.27,0.0400,Online,Card,COMPLETED
OL00611-1,O00611,2025-09-09,C006,P009,2,100.49,0.0500,Online,Wallet,COMPLETED
OL00612-1,O00612,2025-09-10,C032,P003,1,240.11,0.0900,Online,Card,COMPLETED
OL00613-1,O00613,2025-09-10,C060,P014,1,34.29,0.0500,Online,Bank Transfer,COMPLETED
OL00613-2,O00613,2025-09-10,C060,P004,4,109.34,0.0400,Online,Bank Transfer,COMPLETED
OL00613-3,O00613,2025-09-10,C060,P007,1,69.19,0.0400,Online,Bank Transfer,COMPLETED
OL00614-1,O00614,2025-09-10,C028,P004,2,110.64,0.0400,Retail,UPI,COMPLETED
OL00614-2,O00614,2025-09-10,C028,P011,3,29.80,0.0400,Retail,UPI,COMPLETED
OL00614-3,O00614,2025-09-10,C028,P016,1,76.13,0.0600,Retail,UPI,COMPLETED
OL00615-1,O00615,2025-09-11,C065,P013,3,90.17,0.1200,Partner,Card,COMPLETED
OL00615-2,O00615,2025-09-11,C065,P009,1,102.04,0.1200,Partner,Card,COMPLETED
OL00616-1,O00616,2025-09-11,C033,P012,1,49.90,0.0600,Online,Bank Transfer,COMPLETED
OL00616-2,O00616,2025-09-11,C033,P013,1,89.71,0.0500,Online,Bank Transfer,COMPLETED
OL00616-3,O00616,2025-09-11,C033,P014,2,34.75,0.0400,Online,Bank Transfer,COMPLETED
OL00617-1,O00617,2025-09-11,C040,P008,4,39.99,0.1100,Partner,UPI,COMPLETED
OL00618-1,O00618,2025-09-12,C021,P014,1,34.08,0.0700,Partner,Bank Transfer,COMPLETED
OL00619-1,O00619,2025-09-12,C001,P011,2,29.32,0.0800,Online,Card,COMPLETED
OL00619-2,O00619,2025-09-12,C001,P007,2,70.79,0.0800,Online,Card,COMPLETED
OL00620-1,O00620,2025-09-12,C050,P007,5,69.50,0.1100,Online,Wallet,COMPLETED
OL00620-2,O00620,2025-09-12,C050,P001,1,89.42,0.1100,Online,Wallet,COMPLETED
OL00621-1,O00621,2025-09-13,C054,P007,2,69.87,0.0600,Online,Wallet,COMPLETED
OL00621-2,O00621,2025-09-13,C054,P014,1,34.04,0.0600,Online,Wallet,COMPLETED
OL00621-3,O00621,2025-09-13,C054,P002,2,193.20,0.0600,Online,Wallet,COMPLETED
OL00622-1,O00622,2025-09-13,C047,P004,2,111.56,0.1100,Online,Wallet,COMPLETED
OL00623-1,O00623,2025-09-13,C046,P012,4,50.37,0.0700,Online,Card,COMPLETED
OL00623-2,O00623,2025-09-13,C046,P014,1,34.91,0.0600,Online,Card,COMPLETED
OL00624-1,O00624,2025-09-14,C016,P007,5,71.01,0.0600,Retail,Card,COMPLETED
OL00624-2,O00624,2025-09-14,C016,P015,3,65.62,0.0500,Retail,Card,COMPLETED
OL00625-1,O00625,2025-09-14,C047,P002,1,190.76,0.1000,Online,Card,COMPLETED
OL00625-2,O00625,2025-09-14,C047,P010,4,85.56,0.0900,Online,Card,COMPLETED
OL00626-1,O00626,2025-09-14,C043,P005,2,330.44,0.0600,Retail,UPI,COMPLETED
OL00626-2,O00626,2025-09-14,C043,P014,3,34.40,0.0600,Retail,UPI,COMPLETED
OL00626-3,O00626,2025-09-14,C043,P011,3,29.50,0.0500,Retail,UPI,COMPLETED
OL00627-1,O00627,2025-09-15,C007,P009,3,99.84,0.1100,Partner,Card,COMPLETED
OL00628-1,O00628,2025-09-15,C052,P008,5,39.70,0.0400,Retail,Card,COMPLETED
OL00629-1,O00629,2025-09-15,C018,P009,4,101.08,0.0600,Online,UPI,COMPLETED
OL00629-2,O00629,2025-09-15,C018,P001,3,89.43,0.0400,Online,UPI,COMPLETED
OL00630-1,O00630,2025-09-16,C040,P002,3,192.92,0.0700,Online,Bank Transfer,COMPLETED
OL00631-1,O00631,2025-09-16,C026,P006,1,454.39,0.0800,Retail,Wallet,COMPLETED
OL00631-2,O00631,2025-09-16,C026,P011,1,29.76,0.0800,Retail,Wallet,COMPLETED
OL00632-1,O00632,2025-09-16,C015,P012,2,50.00,0.0400,Retail,Wallet,COMPLETED
OL00633-1,O00633,2025-09-17,C032,P004,1,112.36,0.0900,Online,Card,COMPLETED
OL00634-1,O00634,2025-09-17,C036,P004,5,111.78,0.0600,Online,Card,COMPLETED
OL00634-2,O00634,2025-09-17,C036,P002,4,189.81,0.0400,Online,Card,COMPLETED
OL00635-1,O00635,2025-09-17,C050,P009,3,99.57,0.1100,Online,Card,COMPLETED
OL00635-2,O00635,2025-09-17,C050,P003,1,242.76,0.0900,Online,Card,COMPLETED
OL00635-3,O00635,2025-09-17,C050,P006,1,456.88,0.1000,Online,Card,COMPLETED
OL00636-1,O00636,2025-09-18,C007,P016,2,74.52,0.0500,Retail,Wallet,COMPLETED
OL00636-2,O00636,2025-09-18,C007,P011,2,29.06,0.0500,Retail,Wallet,COMPLETED
OL00636-3,O00636,2025-09-18,C007,P014,2,34.41,0.0400,Retail,Wallet,COMPLETED
OL00637-1,O00637,2025-09-18,C009,P007,1,71.12,0.0300,Retail,Wallet,COMPLETED
OL00638-1,O00638,2025-09-18,C059,P005,3,337.78,0.0700,Retail,Bank Transfer,COMPLETED
OL00638-2,O00638,2025-09-18,C059,P016,2,75.69,0.0800,Retail,Bank Transfer,COMPLETED
OL00639-1,O00639,2025-09-19,C042,P013,3,89.94,0.0700,Partner,UPI,RETURNED
OL00640-1,O00640,2025-09-19,C067,P007,2,69.70,0.0600,Online,Card,CANCELLED
OL00641-1,O00641,2025-09-19,C061,P016,4,74.38,0.0700,Online,UPI,COMPLETED
OL00641-2,O00641,2025-09-19,C061,P006,1,457.85,0.0700,Online,UPI,COMPLETED
OL00641-3,O00641,2025-09-19,C061,P015,2,64.41,0.0700,Online,UPI,COMPLETED
